fru_minor_type,dn,fru_major_type,vid,series,_ManagedObject__xtra_props,pid,_handle,_ManagedObject__xtra_props_dirty_mask,clei,oem_part_number,_ManagedObject__status,_class_id,child_action,sku,descr,_ManagedObject__parent_dn,collected_date,policy_owner,sacl,policy_level,rn,status,description,oem_name,int_id,_ManagedObject__parent_mo,name,_child,_dirty_mask,is_sec_fw_update,caption,part_number,vendor_equipment_type
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-B420-M3-revision-0/manufacturing,1,V01,,{},UCSB-B420-M3,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,UCSB-B420-M3,,EquipmentManufacturingDef,,UCSB-B420-M3,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-B420-M3-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"Double slot Blade Server, 4 Socket, 48 DIMMs, 4 HDDs, Intel Xeon E5-4600 series, 1 mLOM, 2 Mezz. slot","Cisco Systems, Inc.",256687,,Cisco UCS B420 M3,[],0,,Cisco UCS B420 M3 4 Socket Blade Server,73-14172-02,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-5108-DC-revision-0/manufacturing,1,V01,,{},UCSB-5108-DC,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,UCSB-5108-DC,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-5108-DC-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"Cisco DC Blade Server Chassis, 6U with Eight Blade Server Slots",,256701,,Cisco UCS 5108 DC Chassis,[],0,,Cisco UCS 5108 DC Blade Server Chassis,68-4280-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0060-revision-0/manufacturing",,V01,,{},N10-E0060,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-E0060,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0060-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,6-port 8Gb Fibre Channel Expansion Module For Fabric Chassis  (requires SFP+),,256712,,6-port 8Gb Fibre Channel Expansion Module For UCS Fabric Interconnect,[],0,,6-port 8Gb Fibre Channel Expansion Module For UCS Fabric Interconnect,68-3635-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0600-revision-0/manufacturing",,V01,,{},N10-E0600,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-E0600,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0600-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,6-port 10 Gigabit Ethernet Expansion Module For Fabric Chassis (requires SFP+)(includes 10GigE port licenses),,256715,,6-port 10 Gigabit Ethernet Expansion Module For UCS Fabric Interconnect,[],0,,6-port 10 Gigabit Ethernet Expansion Module For UCS Fabric Interconnect,73-12476-01,
,capabilities/manufacturer-Broadcom Corp.-model-UCSC-PCIE-BSFP-revision-0/manufacturing,,V01,,{},UCSC-PCIE-BSFP,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,BCM957712A1213G_C,,EquipmentManufacturingDef,,UCSC-PCIE-BSFP,,capabilities/manufacturer-Broadcom Corp.-model-UCSC-PCIE-BSFP-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"Broadcom BCM57712 10 GbE Dual-Port SFP+ PCIe Adapter TOE, iSCSI, FCoE",Broadcom Corp.,256721,,Broadcom NetXtreme II BCM57712 10 GbE SFP+ PCIe Adapter,[],0,,Broadcom NetXtreme II BCM57712 10 GbE SFP+ PCIe Adapter,UCSC-PCIE-BSFP,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-S6200-revision-0/manufacturing",,V01,,{},N10-S6200,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-S6200,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-S6200-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 6140XP 40 Port 2RU Fabric Interconnect,,256733,,Cisco UCS 6140XP,[],0,,Cisco UCS 6140XP 40 Port Fabric Interconnect,N10-S6200,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0440-revision-0/manufacturing",,V01,,{},N10-E0440,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-E0440,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0440-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,4-port 10 Gigabit Ethernet and 4-port 4Gb Fibre Channel Expansion Module for Fabric Chassis (requires SFP+) (includes 10GigE port licenses),,256742,,4-port 10 Gigabit Ethernet and 4-port 4Gb Fibre Channel Expansion Module For UCS Fabric Interconnect,[],0,,4-port 10 Gigabit Ethernet and 4-port 4Gb Fibre Channel Expansion Module For UCS Fabric Interconnect,73-12475-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-S6100-revision-0/manufacturing",,V01,,{},N10-S6100,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-S6100,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-S6100-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 6120XP 20 Port 1RU Fabric Interconnect,,256757,,Cisco UCS 6120XP,[],0,,Cisco UCS 6120XP 20 Port Fabric Interconnect,N10-S6100,
1,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-B22-M3-revision-0/manufacturing,1,V01,,{},UCSB-B22-M3,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,UCSB-B22-M3,,EquipmentManufacturingDef,,UCSB-B22-M3,,capabilities/manufacturer-Cisco Systems Inc-model-UCSB-B22-M3-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"Single slot Blade Server, 2 Socket, 12 DIMMs, 2 HDDs, Intel Xeon E5-2400 series, 1 LOM, 1 Mezz. slot","Cisco Systems, Inc.",256793,,Cisco UCS B22 M3,[],0,,Cisco UCS B22 M3 2 Socket Half Width Blade Server,73-14035-03,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6625-2-revision-0/manufacturing,1,V01,,{},N20-B6625-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-B6625-2,,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6625-2-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 Socket, Dual slot Blade Server, 48 DIMMs, 2 SFF HDDs, Intel Xeon 5500 and 5600 series, 2 Mezz. Slots",,256832,,Cisco UCS B250 M2,[],0,,"Cisco UCS B250 M2 2 Socket, Extended Memory Blade Server",73-12125-06,
,capabilities/manufacturer-Cisco Systems-model-N2K-C2248TP-1GE-revision-0/manufacturing,,V01,,{},N2K-C2248TP-1GE,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N2K-C2248TP-1GE,,capabilities/manufacturer-Cisco Systems-model-N2K-C2248TP-1GE-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco Nexus 2000 Series 48-port 100/1000-T and 4-port 10GE SFP+ Fabric Extender,,256842,,Cisco Nexus 2248TP,[],0,,Cisco Nexus 2248TP Fabric Extender,800-34211-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6740-2-revision-0/manufacturing,1,V01,,{},N20-B6740-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,N20-B6740-2,,EquipmentManufacturingDef,,N20-B6740-2,,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6740-2-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4 Socket, Dual slot  Blade Server, 32 DIMMs, 4 SFF HDDs, Intel Xeon 7500 series, 2 Mezz. Slots","Cisco Systems, Inc.",256872,,Cisco UCS B440 M1,[],0,,"Cisco UCS B440 M1 4 Socket, Extended Memory Blade Server",68-3516-06,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6625-1-revision-0/manufacturing,1,V01,,{},N20-B6625-1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-B6625-1,,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6625-1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 Socket, Single slot Blade Server, 12 DIMMs, 2 SFF HDDs, Intel Xeon 5500 and 5600 series, 1 Mezz. Slot",,256898,,Cisco UCS B200 M2,[],0,,Cisco UCS B200 M2 2 Socket Blade Server,74-5390-06,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6620-2-revision-0/manufacturing,1,V01,,{},N20-B6620-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-B6620-2,,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6620-2-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 Socket, Dual slot Blade Server, 48 DIMMs, 2 SFF HDDs, Intel Xeon 5500 series, 2 Mezz. Slots",,256934,,Cisco UCS B250 M1,[],0,,"Cisco UCS B250 M1 2 Socket, Extended Memory Blade Server",73-12125-02,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6730-1-revision-0/manufacturing,1,V01,,{},N20-B6730-1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-B6730-1,,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6730-1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"Factory Integrated, Single Slot Blade Server",,256963,,Cisco UCS B230 M1,[],0,,Cisco UCS B230-M1 2 Socket Blade Server,68-3621-05,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6620-1-revision-0/manufacturing,1,V01,,{},N20-B6620-1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,N20-B6620-1,,EquipmentManufacturingDef,,N20-B6620-1,,capabilities/manufacturer-Cisco Systems Inc-model-N20-B6620-1-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2 Socket, Single slot Blade Server, 12 DIMMs, 2 SFF HDDs, Intel Xeon 5500 series, 1 Mezz. Slot","Cisco Systems, Inc.",256990,,Cisco UCS B200 M1,[],0,,Cisco UCS B200 M1 2 Socket Blade Server,74-5390-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0080-revision-0/manufacturing",,V01,,{},N10-E0080,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-E0080,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-E0080-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,8-port 4Gb Fibre Channel Expansion Module For Fabric Chassis  (requires SFP+),,257006,,8-port 4Gb Fibre Channel Expansion Module For UCS Fabric Interconnect,[],0,,8-port 4Gb Fibre Channel Expansion Module For UCS Fabric Interconnect,73-12477-01,
,capabilities/manufacturer-0x2C00-model-MT16JTF25664AZ-1G4F1-revision-01/manufacturing,,V01,,{},UCS-MU-1X042RE-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT16JTF25664AZ-1G4F1,,EquipmentManufacturingDef,,UCS-MU-1X042RE-A,,capabilities/manufacturer-0x2C00-model-MT16JTF25664AZ-1G4F1-revision-01,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1600-MHz ECC UDIMM/PC3-12800/dual rank/x4/1.35v,Micron,257009,,4GB DDR3-1600-MHz ECC UDIMM/PC3-12800/dual rank/x4/1.35v,[],0,,4GB DDR3-1600-MHz ECC UDIMM/PC3-12800/dual rank/x4/1.35v,15-12158-01,
,capabilities/manufacturer-0x802C-model-MT16JTF25664AZ-1G4F1-revision-01/manufacturing,,V01,,{},UCS-MU-1X042RE-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,MT16JTF25664AZ-1G4F1,,EquipmentManufacturingDef,,UCS-MU-1X042RE-A,,capabilities/manufacturer-0x802C-model-MT16JTF25664AZ-1G4F1-revision-01,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1600-MHz ECC UDIMM/PC3-12800/dual rank/x4/1.35v,Micron,257011,,4GB DDR3-1600-MHz ECC UDIMM/PC3-12800/dual rank/x4/1.35v,[],0,,4GB DDR3-1600-MHz ECC UDIMM/PC3-12800/dual rank/x4/1.35v,15-12158-01,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-AQ0102-revision-0/manufacturing,,V01,,{},N20-AQ0102,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AQ0102,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AQ0102-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Converged Network Adapter,,257021,,Cisco UCS M72KR-Q,[],0,,Cisco UCS M72KR-Q QLogic Converged Network Adapter,74-7023-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-AQ0002-revision-0/manufacturing,1,V01,,{},N20-AQ0002,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AQ0002,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AQ0002-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port Converged Network Adapter Supporting QLogic 4Gb Fibre Channel And Intel 10 Gb Ethernet,,257040,,Cisco UCS M71KR-Q,[],0,,Cisco UCS M71KR-Q QLogic Converged Network Adapter,68-3219-05,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-AB0002-revision-0/manufacturing,,V01,,{},N20-AB0002,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AB0002,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AB0002-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Network Adapter,,257055,,Cisco UCS M51KR-B,[],0,,Cisco UCS M51KR-B Broadcom BCM57711 Network Adapter,74-7021-01,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-AC0002-revision-0/manufacturing,1,V01,,{},N20-AC0002,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AC0002,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AC0002-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port Cisco Converged Network Adapter Supporting 10Gb Ethernet and 10Gb Fibre Channel,,257072,,Cisco UCS M81KR,[],0,,Cisco UCS M81KR Virtual Interface Card,68-3229-05,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-AE0102-revision-0/manufacturing,,V01,,{},N20-AE0102,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AE0102,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AE0102-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Converged Network Adapter,,257091,,Cisco UCS M72KR-E,[],0,,Cisco UCS M72KR-E Emulex Converged Network Adapter,74-7019-01,
,capabilities/manufacturer-Cisco Systems-model-N5K-C5020P-BFS-revision-0/manufacturing,,V01,,{},N10-S6200,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-S6200,,capabilities/manufacturer-Cisco Systems-model-N5K-C5020P-BFS-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 6140XP 40 Port 2RU Fabric Interconnect,,257103,,Cisco UCS 6140XP,[],0,,Cisco UCS 6140XP 40 Port Fabric Interconnect,N10-S6200,
1,capabilities/manufacturer-Cisco Systems Inc-model-N20-AE0002-revision-0/manufacturing,1,V01,,{},N20-AE0002,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AE0002,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AE0002-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port Converged Network Adapter Supporting Emulex 4Gb Fibre Channel And Intel 10 Gb Ethernet,,257118,,Cisco UCS M71KR-E,[],0,,Cisco UCS M71KR-E Emulex Converged Network Adapter,74-6430-02,
,capabilities/manufacturer-Cisco Systems-model-N5K-C5010P-BFS-revision-0/manufacturing,,V01,,{},N10-S6100,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-S6100,,capabilities/manufacturer-Cisco Systems-model-N5K-C5010P-BFS-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco UCS 6120XP 20 Port 1RU Fabric Interconnect,,257130,,Cisco UCS 6120XP,[],0,,Cisco UCS 6120XP 20 Port Fabric Interconnect,N10-S6100,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-AI0102-revision-0/manufacturing,,V01,,{},N20-AI0102,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AI0102,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AI0102-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Converged Network Adapter,,257141,,Cisco UCS M61KR-I,[],0,,Cisco UCS M61KR-I Intel Converged Network Adapter,74-7018-01,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-FAN2-revision-0/manufacturing",,V01,,{},N10-FAN2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-FAN2,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-FAN2-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,Fan Module for UCS 6140 Fabric Interconnect,,257148,,Fan Module for UCS 6140 Fabric Interconnect,[],0,,Fan Module for UCS 6140 Fabric Interconnect,N10-FAN2,
,capabilities/manufacturer-Cisco Systems-model-N2K-C2248T-1GE-revision-0/manufacturing,,V01,,{},N2K-C2248T-1GE,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N2K-C2248T-1GE,,capabilities/manufacturer-Cisco Systems-model-N2K-C2248T-1GE-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco Nexus 2000 Series 48-port 100/1000-T and 4-port 10GE SFP+ Fabric Extender,,257152,,Cisco Nexus 2248T,[],0,,Cisco Nexus 2248T Fabric Extender,800-34211-01,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-AI0002-revision-0/manufacturing,,V01,,{},N20-AI0002,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AI0002,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AI0002-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10 Gigabit Ethernet Server Adapter,,257159,,Cisco UCS 82598KR-CI,[],0,,Cisco UCS 82598KR-CI Converged Network Adapter,74-5391-02,
,capabilities/manufacturer-Cisco Systems-model-N2K-C2148T-1GE-revision-0/manufacturing,,V01,,{},N2K-C2148T-1GE,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N2K-C2148T-1GE,,capabilities/manufacturer-Cisco Systems-model-N2K-C2148T-1GE-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,Cisco Nexus 2000 Series 48-port 1000-T and 4-port 10GE SFP+ Fabric Extender,,257167,,Cisco Nexus 2148T,[],0,,Cisco Nexus 2148T Fabric Extender,68-3214-05,
,capabilities/manufacturer-Cisco Systems Inc-model-N20-AI0202-revision-0/manufacturing,,V01,,{},N20-AI0202,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N20-AI0202,,capabilities/manufacturer-Cisco Systems Inc-model-N20-AI0202-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,PCI Express Dual Port 10Gb Network Adapter,,257174,,Cisco UCS M51KR-I,[],0,,Cisco UCS M51KR-I Intel Network Adapter,74-7020-01 ,
,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-FAN1-revision-0/manufacturing",,NA,,{},N10-FAN1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,,,EquipmentManufacturingDef,,N10-FAN1,,"capabilities/manufacturer-Cisco Systems, Inc.-model-N10-FAN1-revision-0",2016-12-28 06:58:41,local,,0,manufacturing,,Fan Module for UCS 6120 Fabric Interconnect,,257181,,Fan Module for UCS 6120 Fabric Interconnect,[],0,,Fan Module for UCS 6120 Fabric Interconnect,N10-FAN1,
,capabilities/manufacturer-0x80CE-model-M393B1K70DH0-YH9-revision-MARIN/manufacturing,,V01,,{},UCS-MR-2x082RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70DH0-YH9,,EquipmentManufacturingDef,,UCS-MR-2x082RX-C,,capabilities/manufacturer-0x80CE-model-M393B1K70DH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,"Samsung Electronics, Inc.",257185,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,15-13491-01,
,capabilities/manufacturer-0x80CE-model-M393B1K70CH0-YH9-revision-MARIN/manufacturing,,V01,,{},A02-M316GB3-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70CH0-YH9,,EquipmentManufacturingDef,,A02-M316GB3-2,,capabilities/manufacturer-0x80CE-model-M393B1K70CH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,"DDR3,8GB,66 Mhz,RDIMM,240P,8KCycles,1.35V-1.5V,DDR3,1GX72,DUAL RANK","Samsung Electronics, Inc.",257187,,"DDR3,8GB,66 Mhz,RDIMM,240P,8KCycles,1.35V-1.5V,DDR3,1GX72,DUAL RANK",[],0,,"DDR3,8GB,66 Mhz,RDIMM,240P,8KCycles,1.35V-1.5V,DDR3,1GX72,DUAL RANK",15-12288-01,
,capabilities/manufacturer-0xAD00-model-HMT31GR7CFR4A-H9-revision-MARIN/manufacturing,,V01,,{},UCS-MR-2x082RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7CFR4A-H9,,EquipmentManufacturingDef,,UCS-MR-2x082RX-C,,capabilities/manufacturer-0xAD00-model-HMT31GR7CFR4A-H9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,Hynix Semiconductor Inc.,257189,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,15-13491-01,
,capabilities/manufacturer-0xCE00-model-M393B5270DH0-YH9-revision-MARIN/manufacturing,,01,,{},UCS-MR-2x041RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5270DH0-YH9,,EquipmentManufacturingDef,,UCS-MR-2x041RX-C,,capabilities/manufacturer-0xCE00-model-M393B5270DH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,"Samsung Electronics, Inc.",257192,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,[],0,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,15-13492-01,
,capabilities/manufacturer-0x80CE-model-M393B2K70DMB-YH9-revision-MARIN/manufacturing,,V01,,{},UCS-MR-2x164RX-D,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2K70DMB-YH9,,EquipmentManufacturingDef,,UCS-MR-2x164RX-D,,capabilities/manufacturer-0x80CE-model-M393B2K70DMB-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V","Samsung Electronics, Inc.",257194,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",[],0,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",15-13255-01,
,capabilities/manufacturer-0xCE00-model-M393B5170FH0-YH9-revision-MARIN/manufacturing,,V01,,{},A02-M308GB3-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5170FH0-YH9,,EquipmentManufacturingDef,,A02-M308GB3-2,,capabilities/manufacturer-0xCE00-model-M393B5170FH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,2x4GB Kit DDR3-1333MHz RDIMM/PC3-10600,"Samsung Electronics, Inc.",257196,,2x4GB Kit DDR3-1333MHz RDIMM/PC3-10600,[],0,,2x4GB Kit DDR3-1333MHz RDIMM/PC3-10600,15-12301-01,
,capabilities/manufacturer-0xCE00-model-M393B1K70DH0-YH9-revision-MARIN/manufacturing,,V01,,{},UCS-MR-2x082RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70DH0-YH9,,EquipmentManufacturingDef,,UCS-MR-2x082RX-C,,capabilities/manufacturer-0xCE00-model-M393B1K70DH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,"Samsung Electronics, Inc.",257198,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,15-13491-01,
,capabilities/manufacturer-0xCE00-model-M393B1K70CH0-YH9-revision-MARIN/manufacturing,,V01,,{},A02-M316GB3-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70CH0-YH9,,EquipmentManufacturingDef,,A02-M316GB3-2,,capabilities/manufacturer-0xCE00-model-M393B1K70CH0-YH9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,"DDR3,8GB,66 Mhz,RDIMM,240P,8KCycles,1.35V-1.5V,DDR3,1GX72,DUAL RANK","Samsung Electronics, Inc.",257200,,"DDR3,8GB,66 Mhz,RDIMM,240P,8KCycles,1.35V-1.5V,DDR3,1GX72,DUAL RANK",[],0,,"DDR3,8GB,66 Mhz,RDIMM,240P,8KCycles,1.35V-1.5V,DDR3,1GX72,DUAL RANK",15-12288-01,
,capabilities/manufacturer-0x80AD-model-HMT31GR7CFR4A-H9-revision-MARIN/manufacturing,,V01,,{},UCS-MR-2x082RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7CFR4A-H9,,EquipmentManufacturingDef,,UCS-MR-2x082RX-C,,capabilities/manufacturer-0x80AD-model-HMT31GR7CFR4A-H9-revision-MARIN,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,Hynix Semiconductor Inc.,257202,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,15-13491-01,
